premise	hypothesis	entailment	reasoning_type	function_name
The park is northwest of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northwest of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is southeast of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the theater.	The park is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The park is northeast of the school.	The park is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is east of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is north of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is south of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is west of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southwest of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northwest of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is southeast of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is east of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is north of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is south of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is west of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is southwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is northwest of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is southeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the park.	The theater is northeast of the school.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The theater is northeast of the school.	The theater is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is east of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is north of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is south of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is west of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southwest of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northwest of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is southeast of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is east of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is north of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is south of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is west of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is southwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is northwest of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is southeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the park.	The school is northeast of the theater.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is east of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is north of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is south of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is west of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is southwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is northwest of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is southeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The school is northeast of the theater.	The school is northeast of the park.	neutral	orientation	gen_orientation_cardinals_neutral
The park is east of the theater.	The theater is west of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is east of the school.	The school is west of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is north of the theater.	The theater is south of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is north of the school.	The school is south of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is south of the theater.	The theater is north of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is south of the school.	The school is north of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is west of the theater.	The theater is east of the park.	entailment	orientation	gen_orientation_cardinals_positive
The park is west of the school.	The school is east of the park.	entailment	orientation	gen_orientation_cardinals_positive
